protein_id,v2_cai,v3_cai,v3_cai_delta_pct,v2_gc_global,v3_gc_global,v2_local_gc_min,v2_local_gc_max,v3_local_gc_min,v3_local_gc_max,v3_amino_acid_identity,v3_validator_pass,v3_internal_stop_count,v3_invalid_codon_count,v3_forbidden_motif_count,v3_homopolymer_count,v3_repeat_count
NbL05g06230.1,0.75729378,0.75729378,0.0000,42.50269687,42.50269687,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,1
NbL06g04760.1,0.77954582,0.77954582,0.0000,42.49084249,42.49084249,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL15g00620.1,0.83217277,0.83217277,0.0000,42.46737841,42.46737841,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL12g13240.1,0.81169253,0.81169253,0.0000,42.43641232,42.43641232,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL07g17480.1,0.80046033,0.80046033,0.0000,42.67912773,42.67912773,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,0,3
NbL08g20570.1,0.84180865,0.84180865,0.0000,42.47787611,42.47787611,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,2
NbL04g09710.1,0.80294085,0.80294085,0.0000,42.55952381,42.55952381,41.66666667,46.66666667,41.66666667,46.66666667,1.00000000,True,0,0,0,0,4
NbL15g09040.1,0.81825848,0.81825848,0.0000,42.42424242,42.42424242,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,1
NbL03g11580.1,0.76975009,0.76975009,0.0000,42.43759178,42.43759178,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,1,3
NbL12g11620.1,0.79141640,0.79141640,0.0000,42.53875969,42.53875969,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,7
NbL09g18570.1,0.80518726,0.80518726,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,7
NbL19g07330.1,0.81710848,0.81710848,0.0000,42.52400549,42.52400549,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL01g21680.1,0.86110892,0.86110892,0.0000,42.48366013,42.48366013,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,4
NbL10g21760.1,0.77587942,0.77587942,0.0000,42.57812500,42.57812500,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,2
NbL09g06910.1,0.78898990,0.78998286,0.1259,42.51302083,42.70833333,33.33333333,56.66666667,35.00000000,56.66666667,1.00000000,True,0,0,0,1,9
NbL03g23270.1,0.82374627,0.82374627,0.0000,42.85714286,42.85714286,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL19g18530.1,0.81927257,0.81927257,0.0000,42.51302083,42.51302083,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,1
NbL08g06410.1,0.80840082,0.80733395,-0.1320,42.57703081,42.50700280,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,2,6
NbL18g10540.1,0.76795681,0.76795681,0.0000,42.65060241,42.65060241,40.00000000,50.00000000,40.00000000,50.00000000,1.00000000,True,0,0,0,0,2
NbL15g10790.1,0.78477712,0.78477712,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,1,7
NbL02g03720.1,0.83265683,0.83265683,0.0000,42.48366013,42.48366013,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL18g07340.1,0.80230679,0.80230679,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,5
NbL13g02930.1,0.83706227,0.83706227,0.0000,42.47311828,42.47311828,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,1,5
NbL18g08140.1,0.82342915,0.82293532,-0.0600,42.53731343,42.45439469,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL09g22440.1,0.77448817,0.77448817,0.0000,42.51781473,42.51781473,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,4
NbL04g07230.1,0.81392620,0.81392620,0.0000,42.41134752,42.41134752,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,5
NbL04g06450.1,0.81508921,0.81508921,0.0000,42.50764526,42.50764526,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL17g11290.1,0.80498539,0.80498539,0.0000,42.44791667,42.44791667,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,0
NbL16g27270.1,0.84047045,0.84047045,0.0000,42.47311828,42.47311828,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,8
NbL15g23110.1,0.82865441,0.82865441,0.0000,42.43697479,42.43697479,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,1
NbL06g06600.1,0.83778994,0.83778994,0.0000,42.52577320,42.52577320,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,6
NbL10g14820.1,0.82535845,0.82535845,0.0000,42.54742547,42.54742547,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,1
NbL18g03800.1,0.81199010,0.81199010,0.0000,42.51302083,42.51302083,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,2,10
NbL08g11350.1,0.80618987,0.80618987,0.0000,42.51302083,42.51302083,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL10g04210.1,0.76185329,0.76185329,0.0000,42.78215223,42.78215223,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,3
NbL01g22000.1,0.76685661,0.76685661,0.0000,42.51302083,42.51302083,36.66666667,45.00000000,36.66666667,45.00000000,1.00000000,True,0,0,0,0,6
NbL10g17440.1,0.81494541,0.81494541,0.0000,42.46841594,42.46841594,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL08g07900.1,0.79946456,0.79946456,0.0000,42.51302083,42.51302083,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,1,7
NbL01g20650.1,0.79957402,0.79957402,0.0000,42.46987952,42.46987952,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,3
NbL03g08290.1,0.83324743,0.83324743,0.0000,42.61294261,42.61294261,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL06g05820.1,0.80189151,0.80189151,0.0000,42.44372990,42.44372990,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,2,4
NbL16g22240.1,0.79248049,0.79248049,0.0000,42.46841594,42.46841594,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,3
NbL15g12860.1,0.80786231,0.80786231,0.0000,42.52597922,42.52597922,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL19g02330.1,0.82792029,0.82792029,0.0000,42.51968504,42.51968504,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL19g14170.1,0.83048659,0.83048659,0.0000,42.51302083,42.51302083,38.33333333,48.33333333,38.33333333,48.33333333,1.00000000,True,0,0,0,1,8
NbL18g14310.1,0.80903117,0.80903117,0.0000,42.42424242,42.42424242,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL16g27040.1,0.77102203,0.77102203,0.0000,42.58150366,42.58150366,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,3
NbL19g01750.1,0.75773677,0.75773677,0.0000,42.49363868,42.49363868,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,3
NbL13g16240.1,0.79039044,0.79017150,-0.0277,42.53112033,42.46196404,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL07g06220.1,0.80981628,0.80981628,0.0000,42.51968504,42.51968504,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL05g04220.1,0.80715833,0.80715833,0.0000,42.56410256,42.56410256,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL16g19080.1,0.77387593,0.77387593,0.0000,42.45742092,42.45742092,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,3
NbL01g04580.1,0.78196081,0.78140513,-0.0711,42.57812500,42.51302083,31.66666667,53.33333333,31.66666667,53.33333333,1.00000000,True,0,0,0,2,19
NbL12g19750.1,0.82233439,0.82214982,-0.0224,42.51302083,42.51302083,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,4
NbL19g15220.1,0.82477191,0.82477191,0.0000,42.58783205,42.58783205,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,4
NbL15g18180.1,0.78931530,0.78931530,0.0000,42.57812500,42.57812500,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,5
NbL11g10140.1,0.77449985,0.77449985,0.0000,42.49084249,42.49084249,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,1,4
NbL07g00140.1,0.80610569,0.80540413,-0.0870,42.57812500,42.57812500,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,6
NbL05g07090.1,0.81843076,0.81843076,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,4
NbL10g14930.1,0.78315757,0.78315757,0.0000,42.46031746,42.46031746,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,4
NbL19g13250.1,0.82546022,0.82546022,0.0000,42.60752688,42.60752688,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,7
NbL06g05520.1,0.84549069,0.84549069,0.0000,42.45439469,42.45439469,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,4
NbL06g10500.1,0.78123874,0.78176618,0.0675,42.59259259,42.66381766,31.66666667,51.66666667,33.33333333,51.66666667,1.00000000,True,0,0,0,0,1
NbL18g03610.1,0.80523359,0.80571426,0.0597,42.42424242,42.42424242,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL19g21400.1,0.79002446,0.79002446,0.0000,42.61363636,42.61363636,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,1
NbL06g20250.1,0.81071857,0.81071857,0.0000,42.57812500,42.57812500,35.00000000,50.00000000,35.00000000,50.00000000,1.00000000,True,0,0,0,1,6
NbL14g18470.1,0.79505359,0.79505359,0.0000,42.51302083,42.51302083,31.66666667,51.66666667,31.66666667,51.66666667,1.00000000,True,0,0,0,1,4
NbL13g16050.1,0.83693125,0.83621984,-0.0850,42.83290925,42.66327396,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,12
NbL05g05190.1,0.81732728,0.81732728,0.0000,42.63038549,42.63038549,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,0,5
NbL14g14600.1,0.80926493,0.80926493,0.0000,42.54079254,42.54079254,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,5
NbL13g19640.1,0.82379811,0.82379811,0.0000,42.51302083,42.51302083,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,1,3
NbL17g11300.1,0.84117131,0.84117131,0.0000,42.47921391,42.47921391,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,8
NbL05g07920.1,0.79021077,0.79021077,0.0000,42.51302083,42.51302083,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL19g05000.1,0.81563705,0.81563705,0.0000,42.54385965,42.54385965,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,2,4
NbL06g18050.1,0.86110394,0.86110394,0.0000,42.66666667,42.66666667,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,3
NbL04g09370.1,0.82093090,0.82093090,0.0000,42.60124611,42.60124611,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL19g15020.1,0.79400602,0.79400602,0.0000,42.50614251,42.50614251,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,1,5
NbL09g00110.1,0.81909982,0.81909982,0.0000,42.35294118,42.35294118,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,1
NbL04g10070.1,0.83790242,0.83715380,-0.0893,42.44186047,42.34496124,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL11g08930.1,0.82398285,0.82398285,0.0000,42.48210024,42.48210024,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL05g02240.1,0.80040549,0.80040549,0.0000,42.39482201,42.39482201,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,0
NbL03g09850.1,0.80525633,0.80525633,0.0000,42.57120862,42.57120862,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,2,9
NbL10g21560.1,0.81522532,0.81522532,0.0000,42.66666667,42.66666667,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,5
NbL06g09990.1,0.81753544,0.81753544,0.0000,42.41598547,42.41598547,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL18g14790.1,0.81486583,0.81486583,0.0000,42.51497006,42.51497006,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,3
NbL12g14230.1,0.82313631,0.82192214,-0.1475,42.49448124,42.49448124,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL12g11130.1,0.80769136,0.80769136,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,2,8
NbL04g07250.1,0.80724060,0.80724060,0.0000,42.54901961,42.54901961,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,1
NbL13g22820.1,0.78306195,0.78306195,0.0000,42.58783205,42.58783205,36.66666667,53.33333333,36.66666667,53.33333333,1.00000000,True,0,0,0,1,8
NbL13g19770.1,0.79224987,0.79224987,0.0000,42.51302083,42.51302083,35.00000000,51.66666667,35.00000000,51.66666667,1.00000000,True,0,0,0,1,4
NbL11g09120.1,0.75988670,0.75988670,0.0000,42.57812500,42.57812500,33.33333333,51.66666667,33.33333333,51.66666667,1.00000000,True,0,0,0,1,6
NbL17g24310.1,0.85529295,0.85387756,-0.1655,42.56756757,42.34234234,40.00000000,45.00000000,40.00000000,43.33333333,1.00000000,True,0,0,0,0,4
NbL16g22830.1,0.81666471,0.81666471,0.0000,42.40740741,42.40740741,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,0
NbL09g18230.1,0.81867917,0.81867917,0.0000,42.47422680,42.47422680,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,1,7
NbL04g07030.1,0.77878786,0.77878786,0.0000,42.52873563,42.52873563,41.66666667,48.33333333,41.66666667,48.33333333,1.00000000,True,0,0,0,0,3
NbL15g23260.1,0.82327783,0.82327783,0.0000,42.45014245,42.45014245,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,1
NbL07g07690.1,0.78156958,0.78156958,0.0000,42.48366013,42.48366013,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL11g18650.1,0.81493098,0.81493098,0.0000,42.57812500,42.57812500,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,5
NbL13g02100.1,0.81779346,0.81779346,0.0000,42.53578732,42.53578732,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,0
NbL07g00030.1,0.79958964,0.79958964,0.0000,43.98907104,43.98907104,40.00000000,50.00000000,40.00000000,50.00000000,1.00000000,True,0,0,0,0,1
NbL18g03170.1,0.78768073,0.78768073,0.0000,42.44791667,42.44791667,33.33333333,50.00000000,33.33333333,50.00000000,1.00000000,True,0,0,0,0,7
NbL03g22780.1,0.80116905,0.80116905,0.0000,42.46376812,42.46376812,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,2,6
NbL02g19600.1,0.80576982,0.80576982,0.0000,42.89215686,42.89215686,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL10g06850.1,0.79431041,0.79431041,0.0000,42.52553389,42.52553389,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,0,6
NbL07g14420.1,0.80140093,0.80140093,0.0000,42.49512671,42.49512671,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL08g03500.1,0.77554366,0.77554366,0.0000,42.57845632,42.57845632,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,7
NbL01g00630.1,0.74549477,0.74679403,0.1743,42.47460757,42.56694367,35.00000000,48.33333333,35.00000000,48.33333333,1.00000000,True,0,0,0,0,5
NbL13g19930.1,0.83077224,0.83013125,-0.0772,42.58188825,42.58188825,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL15g01650.1,0.81322742,0.81322742,0.0000,42.50334672,42.50334672,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,6
NbL15g17090.1,0.84041115,0.84041115,0.0000,42.56198347,42.56198347,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL07g07910.1,0.83159510,0.83159510,0.0000,42.53393665,42.53393665,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,2
NbL01g19350.1,0.83028628,0.83028628,0.0000,42.28395062,42.28395062,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,1
NbL13g25060.1,0.82611432,0.82611432,0.0000,42.49084249,42.49084249,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL15g03650.1,0.80692314,0.80692314,0.0000,42.62295082,42.62295082,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,0
NbL06g20760.1,0.82789661,0.82789661,0.0000,42.55319149,42.55319149,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,5
NbL06g19190.1,0.80448392,0.80448392,0.0000,42.78215223,42.78215223,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,1
NbL14g04460.1,0.79993682,0.79993682,0.0000,42.49084249,42.49084249,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,5
NbL08g16680.1,0.77881518,0.77881518,0.0000,42.67912773,42.67912773,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL16g01450.1,0.78773091,0.78773091,0.0000,42.53333333,42.53333333,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL14g21190.1,0.77267610,0.77267610,0.0000,42.46575342,42.46575342,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,2,6
NbL11g22400.1,0.83184915,0.83184915,0.0000,42.43589744,42.43589744,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,4
NbL06g00080.1,0.82632535,0.82632535,0.0000,42.57812500,42.57812500,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL06g11350.1,0.82341657,0.82324480,-0.0209,42.64322917,42.64322917,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL17g15230.1,0.76889265,0.76889265,0.0000,42.67912773,42.67912773,30.00000000,56.66666667,30.00000000,56.66666667,1.00000000,True,0,0,0,1,9
NbL09g04160.1,0.78238465,0.78238465,0.0000,42.49174917,42.49174917,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,2
NbL06g03530.1,0.79954395,0.79954395,0.0000,42.59259259,42.59259259,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,1
NbL18g14020.1,0.80024203,0.80024203,0.0000,42.51302083,42.51302083,38.33333333,50.00000000,38.33333333,50.00000000,1.00000000,True,0,0,0,1,7
NbL18g13640.1,0.81147023,0.81147023,0.0000,42.44897959,42.44897959,40.00000000,48.33333333,40.00000000,48.33333333,1.00000000,True,0,0,0,0,1
NbL01g14190.1,0.78431293,0.78431293,0.0000,42.44791667,42.44791667,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,0
NbL04g07890.1,0.77734190,0.77734190,0.0000,42.51302083,42.51302083,36.66666667,45.00000000,36.66666667,45.00000000,1.00000000,True,0,0,0,0,7
NbL02g06100.1,0.78485483,0.78485483,0.0000,42.51302083,42.51302083,38.33333333,48.33333333,38.33333333,48.33333333,1.00000000,True,0,0,0,1,7
NbL10g23830.1,0.76355472,0.76355472,0.0000,42.45614035,42.45614035,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL02g23180.1,0.82706530,0.82706530,0.0000,42.49084249,42.49084249,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,1
NbL11g13400.1,0.80099703,0.80099703,0.0000,42.48995984,42.48995984,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,0,2
NbL15g19360.1,0.79234561,0.79234561,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,4
NbL15g08350.1,0.81682751,0.81682751,0.0000,42.67310789,42.67310789,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL03g19570.1,0.82195300,0.82195300,0.0000,43.88379205,43.88379205,40.00000000,55.00000000,40.00000000,55.00000000,1.00000000,True,0,0,0,0,4
NbL16g12430.1,0.79684032,0.79684032,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,11
NbL12g11400.1,0.76298384,0.76298384,0.0000,42.57812500,42.57812500,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL16g17750.1,0.81364569,0.81364569,0.0000,42.44897959,42.44897959,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,3
NbL18g15040.1,0.85375937,0.85375937,0.0000,42.28395062,42.28395062,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,1
NbL07g15280.1,0.77441599,0.77441599,0.0000,42.51302083,42.51302083,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,3
NbL15g21530.1,0.82848227,0.82848227,0.0000,42.51012146,42.51012146,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,0
NbL12g07520.1,0.84028106,0.83922281,-0.1259,42.48633880,42.34972678,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,4
NbL11g07970.1,0.80540653,0.80540653,0.0000,42.57812500,42.57812500,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL12g11430.1,0.76992153,0.76992153,0.0000,42.48927039,42.48927039,31.66666667,55.00000000,31.66666667,55.00000000,1.00000000,True,0,0,0,0,5
NbL05g08120.1,0.79718946,0.79718946,0.0000,42.58109041,42.58109041,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL04g08680.1,0.79695983,0.79695983,0.0000,42.33918129,42.33918129,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL03g10640.1,0.79658871,0.79658871,0.0000,42.41001565,42.41001565,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,4
NbL14g12950.1,0.78644348,0.78644348,0.0000,42.51302083,42.51302083,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL10g19970.1,0.80127106,0.80127106,0.0000,42.52088079,42.52088079,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,5
NbL03g24840.1,0.78167200,0.78167200,0.0000,42.53798034,42.53798034,33.33333333,48.33333333,33.33333333,48.33333333,1.00000000,True,0,0,0,0,13
NbL16g17640.1,0.76213643,0.76213643,0.0000,42.55663430,42.55663430,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,1
NbL01g15770.1,0.78011521,0.78107358,0.1229,42.57812500,42.64322917,38.33333333,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,5
NbL12g08950.1,0.77058769,0.77058769,0.0000,42.54079254,42.54079254,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,4
NbL05g15290.1,0.78923129,0.78923129,0.0000,42.54254254,42.54254254,38.33333333,48.33333333,38.33333333,48.33333333,1.00000000,True,0,0,0,0,2
NbL19g14470.1,0.79285607,0.79285607,0.0000,42.44031830,42.44031830,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL16g02310.1,0.81110639,0.81110639,0.0000,42.78074866,42.78074866,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,2,4
NbL13g21750.1,0.83564113,0.83564113,0.0000,42.56651017,42.56651017,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,4
NbL13g08620.1,0.77004934,0.77004934,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,5
NbL15g14300.1,0.82403900,0.82403900,0.0000,42.46913580,42.46913580,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL08g08300.1,0.78911660,0.78911660,0.0000,42.63565891,42.63565891,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,1,9
NbL17g17530.1,0.82144680,0.82144680,0.0000,42.47787611,42.47787611,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,2,12
NbL17g11200.1,0.81188543,0.81188543,0.0000,42.52297410,42.52297410,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL08g09140.1,0.80435178,0.80435178,0.0000,42.44604317,42.44604317,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,4
NbL09g15560.1,0.79199855,0.79199855,0.0000,42.43986254,42.43986254,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,2
NbL18g17270.1,0.78825472,0.78825472,0.0000,42.45439469,42.45439469,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,4
NbL01g05270.1,0.75687188,0.75687188,0.0000,42.33716475,42.33716475,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,0
NbL04g00840.1,0.79167150,0.79167150,0.0000,42.66958425,42.66958425,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,3
NbL15g02360.1,0.81512721,0.81512721,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,9
